"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Marshall Wace LLP","Ströer SE & Co. KGaA","DE0007493991","0,49","2017-08-11"
"Marshall Wace LLP","Nordex SE","DE000A0D6554","2,79","2017-08-11"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","1,32","2017-08-11"
"Citadel Advisors LLC","freenet AG","DE000A0Z2ZZ5","0,59","2017-08-11"
"Marshall Wace LLP","freenet AG","DE000A0Z2ZZ5","0,62","2017-08-11"
"AQR Capital Management, LLC","E.ON SE","DE000ENAG999","0,80","2017-08-11"
"BlueMountain Capital Management, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,79","2017-08-11"
"Crescent Park Management, L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,47","2017-08-11"
"Marshall Wace LLP","K+S Aktiengesellschaft","DE000KSAG888","2,41","2017-08-11"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,18","2017-08-11"
"Citadel Advisors II LLC","ADVA Optical Networking SE","DE0005103006","1,04","2017-08-10"
"PDT Partners, LLC","ADVA Optical Networking SE","DE0005103006","0,69","2017-08-10"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,73","2017-08-10"
"Marshall Wace LLP","Dürr Aktiengesellschaft","DE0005565204","0,62","2017-08-10"
"AHL Partners LLP","Evotec AG","DE0005664809","0,71","2017-08-10"
"GLG Partners LP","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","0,71","2017-08-10"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","2,48","2017-08-10"
"AQR Capital Management, LLC","GEA Group Aktiengesellschaft","DE0006602006","1,31","2017-08-10"
"Arrowgrass Capital Partners LLP","Aurubis AG","DE0006766504","0,36","2017-08-10"
"Oxford Asset Management","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,42","2017-08-10"
"Thélème Partners LLP","Wirecard AG","DE0007472060","0,67","2017-08-10"
"Marshall Wace LLP","Ströer SE & Co. KGaA","DE0007493991","0,54","2017-08-10"
"Marshall Wace LLP","thyssenkrupp AG","DE0007500001","0,46","2017-08-10"
"JPMorgan Asset Management (UK) Ltd","Nordex SE","DE000A0D6554","0,49","2017-08-10"
"Harbor Spring Capital, LLC","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,52","2017-08-10"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","1,27","2017-08-10"
"Capital Fund Management SA","E.ON US Holding GmbH","DE000ENAG999","0,59","2017-08-10"
"Susquehanna International Holdings LLC","Klöckner & Co SE","DE000KC01000","0,51","2017-08-10"
"Old Mutual Global Investors (UK) Limited","ProSiebenSat.1 Media SE","DE000PSM7770","0,61","2017-08-10"
"Marshall Wace LLP","Zalando SE","DE000ZAL1111","0,61","2017-08-10"
"Millennium International Management LP","Dialog Semiconductor GmbH","GB0059822006","0,89","2017-08-10"
"Macquarie Funds Management Hong Kong Limited","ZEAL Network SE","GB00BHD66J44","0,70","2017-08-10"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,20","2017-08-10"
"Citadel Advisors II LLC","ADVA Optical Networking SE","DE0005103006","1,12","2017-08-09"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","1,50","2017-08-09"
"Citadel Europe LLP","GEA Group Aktiengesellschaft","DE0006602006","0,54","2017-08-09"
"Arrowgrass Capital Partners LLP","Aurubis AG","DE0006766504","0,26","2017-08-09"
"Oxford Asset Management","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,51","2017-08-09"
"Marshall Wace LLP","Ströer SE & Co. KGaA","DE0007493991","0,60","2017-08-09"
"GLG Partners LP","ElringKlinger AG","DE0007856023","0,53","2017-08-09"
"Blue Ridge Capital, L.L.C.","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,46","2017-08-09"
"Millennium International Management LP","SMA Solar Technology AG","DE000A0DJ6J9","0,78","2017-08-09"
"Marshall Wace LLP","TOM TAILOR Holding SE","DE000A0STST2","0,53","2017-08-09"
"Marshall Wace LLP","freenet AG","DE000A0Z2ZZ5","0,52","2017-08-09"
"Numeric Investors LLC","SLM Solutions Group AG","DE000A111338","0,49","2017-08-09"
"BlackRock Investment Management (UK) Limited","NORMA Group SE","DE000A1H8BV3","0,89","2017-08-09"
"Marshall Wace LLP","METRO Wholesale & Food Specialist AG","DE000BFB0019","1,40","2017-08-09"
"AQR Capital Management, LLC","COMMERZBANK Aktiengesellschaft","DE000CBK1001","0,76","2017-08-09"
"BlueMountain Capital Management, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,89","2017-08-09"
"Marshall Wace LLP","K+S Aktiengesellschaft","DE000KSAG888","2,32","2017-08-09"
"AQR Capital Management, LLC","Zalando SE","DE000ZAL1111","0,70","2017-08-09"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,19","2017-08-09"
"Squarepoint Ops LLC","ADVA Optical Networking SE","DE0005103006","0,31","2017-08-08"
"Wellington Management Company, LLP","ADVA Optical Networking SE","DE0005103006","1,13","2017-08-08"
"Marshall Wace LLP","CANCOM SE","DE0005419105","1,12","2017-08-08"
"AHL Partners LLP","Evotec AG","DE0005664809","0,61","2017-08-08"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","2,50","2017-08-08"
"JPMorgan Asset Management (UK) Ltd","LPKF Laser & Electronics Aktiengesellschaft","DE0006450000","0,48","2017-08-08"
"AHL Partners LLP","MorphoSys AG","DE0006632003","0,71","2017-08-08"
"Marshall Wace LLP","thyssenkrupp AG","DE0007500001","0,57","2017-08-08"
"Millennium International Management LP","SMA Solar Technology AG","DE000A0DJ6J9","0,80","2017-08-08"
"Citadel Advisors II LLC","Medigene AG","DE000A1X3W00","0,74","2017-08-08"
"Susquehanna International Holdings LLC","Klöckner & Co SE","DE000KC01000","0,49","2017-08-08"
"Crescent Park Management, L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,50","2017-08-08"
"WorldQuant, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,49","2017-08-08"
"HBK Investments L.P.","Acacia Communications, Inc.","US00401C1080","0,61","2017-08-08"
"BlackRock Investment Management (UK) Limited","Software Aktiengesellschaft","DE0003304002","1,10","2017-08-07"
"Citadel Advisors II LLC","ADVA Optical Networking SE","DE0005103006","1,04","2017-08-07"
"AKO Capital LLP","KRONES Aktiengesellschaft","DE0006335003","0,90","2017-08-07"
"AKO Capital LLP","GEA Group Aktiengesellschaft","DE0006602006","0,95","2017-08-07"
"GLG Partners LP","GEA Group Aktiengesellschaft","DE0006602006","0,50","2017-08-07"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","1,39","2017-08-07"
"JPMorgan Asset Management (UK) Ltd","Nordex SE","DE000A0D6554","0,56","2017-08-07"
"Arrowgrass Capital Partners LLP","CG Deutsche Wohnen GmbH","DE000A0HN5C6","0,53","2017-08-07"
"ENA Investment Capital LLP","HUGO BOSS AG","DE000A1PHFF7","2,98","2017-08-07"
"Saemor Capital B.V.","PATRIZIA Immobilien AG","DE000PAT1AG3","0,50","2017-08-07"
"Citadel Advisors II LLC","ADVA Optical Networking SE","DE0005103006","0,99","2017-08-04"
"PDT Partners, LLC","ADVA Optical Networking SE","DE0005103006","0,72","2017-08-04"
"Squarepoint Ops LLC","ADVA Optical Networking SE","DE0005103006","0,50","2017-08-04"
"Wellington Management Company, LLP","ADVA Optical Networking SE","DE0005103006","1,04","2017-08-04"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","1,43","2017-08-04"
"AQR Capital Management, LLC","thyssenkrupp AG","DE0007500001","0,71","2017-08-04"
"JPMorgan Asset Management (UK) Ltd","Nordex SE","DE000A0D6554","0,63","2017-08-04"
"Millennium Capital Partners LLP","Nordex SE","DE000A0D6554","0,39","2017-08-04"
"Highbridge Capital Management, LLC","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,80","2017-08-04"
"Oxford Asset Management","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,60","2017-08-04"
"ENA Investment Capital LLP","HUGO BOSS AG","DE000A1PHFF7","3,03","2017-08-04"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,26","2017-08-04"
"BlackRock Investment Management (UK) Limited","Software Aktiengesellschaft","DE0003304002","1,09","2017-08-03"
"JPMorgan Asset Management (UK) Ltd","ADVA Optical Networking SE","DE0005103006","2,24","2017-08-03"
"Marshall Wace LLP","ADVA Optical Networking SE","DE0005103006","0,47","2017-08-03"
"PDT Partners, LLC","ADVA Optical Networking SE","DE0005103006","0,91","2017-08-03"
"AHL Partners LLP","Evotec AG","DE0005664809","0,50","2017-08-03"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,20","2017-08-03"
"Millennium International Management LP","Bilfinger SE","DE0005909006","0,53","2017-08-03"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,69","2017-08-03"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","1,01","2017-08-03"
"Capital Fund Management SA","MorphoSys AG","DE0006632003","1,20","2017-08-03"
"Numeric Investors LLC","MorphoSys AG","DE0006632003","0,68","2017-08-03"
"BlackRock Investment Management (UK) Limited","RHÖN-KLINIKUM Aktiengesellschaft","DE0007042301","0,76","2017-08-03"
"Marshall Wace LLP","METRO AG","DE0007257503","0,45","2017-08-03"
"Millennium International Management LP","Südzucker Holding GmbH","DE0007297004","0,49","2017-08-03"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,37","2017-08-03"
"JPMorgan Asset Management (UK) Ltd","Nordex SE","DE000A0D6554","0,73","2017-08-03"
"Millennium Capital Partners LLP","Nordex SE","DE000A0D6554","0,63","2017-08-03"
"Numeric Investors LLC","Nordex SE","DE000A0D6554","0,60","2017-08-03"
"BlackRock Institutional Trust Company, National Association","alstria office REIT-AG","DE000A0LD2U1","0,59","2017-08-03"
"Citadel Europe LLP","HUGO BOSS AG","DE000A1PHFF7","0,22","2017-08-03"
"ENA Investment Capital LLP","HUGO BOSS AG","DE000A1PHFF7","2,91","2017-08-03"
"Citadel Advisors II LLC","Medigene AG","DE000A1X3W00","0,63","2017-08-03"
"HBK Investments L.P.","Acacia Communications, Inc.","US00401C1080","0,50","2017-08-03"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,30","2017-08-03"
"BlackRock Investment Management (UK) Limited","Software Aktiengesellschaft","DE0003304002","1,10","2017-08-02"
"BlackRock Investment Management (UK) Limited","ADVA Optical Networking SE","DE0005103006","2,03","2017-08-02"
"Marshall Wace LLP","ADVA Optical Networking SE","DE0005103006","0,54","2017-08-02"
"PDT Partners, LLC","ADVA Optical Networking SE","DE0005103006","0,89","2017-08-02"
"WorldQuant, LLC","Bertrandt Fahrerprobung Süd GmbH","DE0005232805","0,58","2017-08-02"
"BlueCrest Capital Management Limited","CANCOM SE","DE0005419105","0,68","2017-08-02"
"Millennium International Management LP","LANXESS Aktiengesellschaft","DE0005470405","0,49","2017-08-02"
"Marshall Wace LLP","Dürr Aktiengesellschaft","DE0005565204","0,50","2017-08-02"
"GLG Partners LP","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","0,69","2017-08-02"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","2,41","2017-08-02"
"BlackRock Investment Management (UK) Limited","RHÖN-KLINIKUM Aktiengesellschaft","DE0007042301","0,89","2017-08-02"
"Marshall Wace LLP","RHÖN-KLINIKUM Aktiengesellschaft","DE0007042301","0,49","2017-08-02"
"AEW Global Advisors (Europe) Limited","Deutsche EuroShop AG","DE0007480204","0,20","2017-08-02"
"Marshall Wace LLP","thyssenkrupp AG","DE0007500001","0,65","2017-08-02"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","1,11","2017-08-02"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","1,03","2017-08-02"
"Millennium International Management LP","HUGO BOSS AG","DE000A1PHFF7","0,56","2017-08-02"
"Capital Fund Management SA","E.ON US Holding GmbH","DE000ENAG999","0,60","2017-08-02"
"Old Mutual Global Investors (UK) Limited","ProSiebenSat.1 Media SE","DE000PSM7770","0,52","2017-08-02"
"Marshall Wace LLP","Zalando SE","DE000ZAL1111","0,51","2017-08-02"
"AHL Partners LLP","LEONI AG","GB0007365546","0,81","2017-08-02"
"BlackRock Investment Management (UK) Limited","ADVA Optical Networking SE","DE0005103006","1,60","2017-08-01"
"Marshall Wace LLP","ADVA Optical Networking SE","DE0005103006","0,69","2017-08-01"
"Millennium International Management LP","ADVA Optical Networking SE","DE0005103006","0,53","2017-08-01"
"PDT Partners, LLC","ADVA Optical Networking SE","DE0005103006","0,95","2017-08-01"
"WorldQuant, LLC","ADVA Optical Networking SE","DE0005103006","0,46","2017-08-01"
"Rye Bay Capital LLP","Bertrandt Aktiengesellschaft","DE0005232805","0,73","2017-08-01"
"BNP PARIBAS SA","CANCOM SE","DE0005419105","1,58","2017-08-01"
"BlackRock Investment Management (UK) Limited","GFT Technologies SE","DE0005800601","0,58","2017-08-01"
"AQR Capital Management, LLC","GEA Group Aktiengesellschaft","DE0006602006","1,20","2017-08-01"
"GLG Partners LP","GEA Group Aktiengesellschaft","DE0006602006","0,49","2017-08-01"
"AHL Partners LLP","MorphoSys AG","DE0006632003","0,60","2017-08-01"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","1,57","2017-08-01"
"CQS (UK) LLP","Aurubis AG","DE0006766504","1,28","2017-08-01"
"BlackRock Investment Management (UK) Limited","RHÖN-KLINIKUM Aktiengesellschaft","DE0007042301","0,98","2017-08-01"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,40","2017-08-01"
"Lazard Asset Management LLC","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,00","2017-08-01"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,03","2017-08-01"
"Marshall Wace LLP","thyssenkrupp AG","DE0007500001","0,59","2017-08-01"
"Algert Global LLC","Vossloh Aktiengesellschaft","DE0007667107","0,60","2017-08-01"
"Greenvale Capital LLP","SMA Solar Technology AG","DE000A0DJ6J9","0,51","2017-08-01"
"Millennium International Management LP","SMA Solar Technology AG","DE000A0DJ6J9","0,75","2017-08-01"
"Marshall Wace LLP","TOM TAILOR Holding SE","DE000A0STST2","0,49","2017-08-01"
"BlackRock Institutional Trust Company, National Association","K+S Aktiengesellschaft","DE000KSAG888","0,68","2017-08-01"
"Public Equity Partners Management, L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,53","2017-08-01"
"JPMorgan Asset Management (UK) Ltd","ADVA Optical Networking SE","DE0005103006","2,61","2017-07-31"
"Marshall Wace LLP","ADVA Optical Networking SE","DE0005103006","0,82","2017-07-31"
"Millennium International Management LP","ADVA Optical Networking SE","DE0005103006","0,48","2017-07-31"
"BlueCrest Capital Management Limited","CANCOM SE","DE0005419105","0,70","2017-07-31"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","CANCOM SE","DE0005419105","1,59","2017-07-31"
"AQR Capital Management, LLC","Dürr Aktiengesellschaft","DE0005565204","0,59","2017-07-31"
"Millennium International Management LP","Bilfinger SE","DE0005909006","0,50","2017-07-31"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,70","2017-07-31"
"Capital Fund Management SA","GEA Group Aktiengesellschaft","DE0006602006","0,61","2017-07-31"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","0,91","2017-07-31"
"BlackRock Investment Management (UK) Limited","RHÖN-KLINIKUM Aktiengesellschaft","DE0007042301","1,04","2017-07-31"
"Marshall Wace LLP","METRO AG","DE0007257503","0,52","2017-07-31"
"Odey Asset Management LLP","ElringKlinger AG","DE0007856023","0,61","2017-07-31"
"JPMorgan Asset Management (UK) Ltd","Nordex SE","DE000A0D6554","0,90","2017-07-31"
"Jericho Capital Asset Management LP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","2,49","2017-07-31"
"ENA Investment Capital LLP","HUGO BOSS AG","DE000A1PHFF7","2,72","2017-07-31"
"AQR Capital Management, LLC","ProSiebenSat.1 Media SE","DE000PSM7770","0,80","2017-07-31"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,22","2017-07-31"
"Balyasny Asset Management L.P.","Select Energy Services Inc.","US81617J3014","0,81","2017-07-31"
"Citadel Advisors II LLC","ADVA Optical Networking SE","DE0005103006","1,01","2017-07-28"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,60","2017-07-28"
"Eminence Capital, LP","Dürr Aktiengesellschaft","DE0005565204","1,16","2017-07-28"
"Renaissance Technologies LLC","Infineon Technologies AG","DE0006231004","0,49","2017-07-28"
"Millennium Capital Partners LLP","Nordex SE","DE000A0D6554","0,75","2017-07-28"
"Jericho Capital Asset Management LP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","2,62","2017-07-28"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","1,04","2017-07-28"
"Marshall Wace LLP","TOM TAILOR Holding SE","DE000A0STST2","0,56","2017-07-28"
"WorldQuant, LLC","Tom Tailor GmbH","DE000A0STST2","0,49","2017-07-28"
"BlackRock Investment Management (UK) Limited","NORMA Group SE","DE000A1H8BV3","0,99","2017-07-28"
"JPMorgan Asset Management (UK) Ltd","Süss MicroTec AG","DE000A1K0235","0,99","2017-07-28"
"AQR Capital Management, LLC","COMMERZBANK Aktiengesellschaft","DE000CBK1001","0,85","2017-07-28"
"Susquehanna International Holdings LLC","Klöckner & Co SE","DE000KC01000","0,50","2017-07-28"
"WorldQuant, LLC","K+S Aktiengesellschaft","DE000KSAG888","0,59","2017-07-28"
"CQS (UK) LLP","LEG Immobilien AG","DE000LEG1110","1,81","2017-07-28"
"BlackRock Investment Management (UK) Limited","STRATEC Biomedical AG","DE000STRA555","0,70","2017-07-28"
"AQR Capital Management, LLC","Zalando SE","DE000ZAL1111","0,61","2017-07-28"
"HBK Investments L.P.","Chicago Bridge & Iron N.V.","US1672501095","1,11","2017-07-28"
"Marshall Wace LLP","ADVA Optical Networking SE","DE0005103006","0,99","2017-07-27"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","1,64","2017-07-27"
"BlackRock Investment Management (UK) Limited","GFT Technologies SE","DE0005800601","0,79","2017-07-27"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,66","2017-07-27"
"JPMorgan Asset Management (UK) Ltd","LPKF Laser & Electronics Aktiengesellschaft","DE0006450000","0,57","2017-07-27"
"BlackRock Investment Management (UK) Limited","RHÖN-KLINIKUM Aktiengesellschaft","DE0007042301","1,19","2017-07-27"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,96","2017-07-27"
"Lone Pine Capital LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,58","2017-07-27"
"GSA Capital Partners LLP","Nordex SE","DE000A0D6554","0,61","2017-07-27"
"Millennium Capital Partners LLP","Nordex SE","DE000A0D6554","0,59","2017-07-27"
"BG Master Fund Plc","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","1,38","2017-07-27"
"Jericho Capital Asset Management LP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","2,90","2017-07-27"
"BlackRock Institutional Trust Company, National Association","alstria office REIT-AG","DE000A0LD2U1","0,60","2017-07-27"
